frontUserName,content,createTime,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
1****9,高质量，舒服，有型，最爱严选，服务态度也棒棒哒。,1568648808458,,3,,5,1616018,深杏色,75C
L****a,内衣看着质量超好，版型也不错,1572907957835,,3,,5,1616018,黑色,75C
1****0,好,1573134089298,,6,,5,1616018,深杏色,80B
c****帝,确实有聚拢效果，很好穿，下围会偏紧点,1571465649605,,5,,5,1616018,深杏色,80B
1****9,非常好啊  马上回购,1573046631794,,1,,5,1616018,黑色,75C
1****4,这款内衣穿着超舒服。我也成了严选控了,1565998632799,,4,,5,1616018,深杏色,75B
陶****,很舒服,1573044015191,,2,,5,1616018,黑色,75A
1****7,很好,1573036815737,,6,,5,1616018,黑色,80B
史****伟,很好,1573005789960,,1,,5,1616018,黑色,80C
♛****,未及时评价，默认好评,1569348275625,,5,"{'id': 95260944, 'createTime': 1570514396685, 'content': '现在肩带会掉下来，然后还会往上走，', 'picList': [], 'commentReplyVO': None}",3,1616018,黑色,75B
晴****,不错，舒服聚拢,1572927981457,,4,,5,1616018,黑色,75B
武****利,很好,1572910252124,,5,,5,1616018,黑色,75C
小****,舒适,1572929947676,,4,,5,1616018,黑色,75A
1****1,不错,1572918899764,,4,,5,1616018,深杏色,85C
M****y,舒适 有型,1572856930746,,5,,5,1616018,黑色,80A
杨****燕,特价，加购,1572826821089,,4,,5,1616018,黑色,75B
1****4,非常好,1572879104315,,3,,5,1616018,深杏色,85C
1****4,非常好,1572879096382,,3,,5,1616018,黑色,85C
韩****,很喜欢,1572822913743,,4,,5,1616018,黑色,80B
1****7,好,1572859669633,,5,,5,1616018,深杏色,85C
1****0,舒服,1572827827659,,6,,5,1616018,黑色,80B
瓜****,看评论很聚拢，很舒服，一开始抱着试试的心态，因为买的优衣库的完全不聚拢也不舒服，没想到这个真的聚拢，也很舒服，会回购,1570348485665,,3,,5,1616018,黑色,80B
h****2,还不错,1572788607363,,5,,5,1616018,深杏色,75C
F****o,回购,1572786190632,,5,,5,1616018,黑色,75C
1****3,很好，买第三个了。,1572603300209,,6,,5,1616018,黑色,85C
1****7,很舒服，质量不错,1572562890352,,2,,5,1616018,黑色,80A
1****5,第二次买了,1572589039994,,4,,5,1616018,黑色,75A
1****3,回归，好穿,1572542439936,,5,,5,1616018,黑色,75C
M****y,还可以,1572574211391,,5,,5,1616018,黑色,75A
华****l,还行,1572571666218,,5,,5,1616018,深杏色,75C
1****8,好,1572555416598,,3,,5,1616018,黑色,80A
1****8,质量真的超级不错👍家人都很喜欢😘,1570952793152,,6,,5,1616018,深杏色,80C
v****e,感觉不错,1572526001863,,2,,5,1616018,深杏色,75C
尘****,非常满意！还想再买两个,1572417215650,,2,,5,1616018,深杏色,80C
z****f,非常舒服,1572309096226,,4,"{'id': 97337863, 'createTime': 1572400127931, 'content': '试过了，不调肩，非常好', 'picList': [], 'commentReplyVO': None}",5,1616018,黑色,80C
榆****,很好穿 聚拢效果很好,1572403971669,,5,,5,1616018,黑色,75B
烁****,很舒服 希望质量靠的住,1572401203695,,3,,5,1616018,黑色,80B
m****1,质量很好，面料舒服,1572446418315,,6,,5,1616018,深杏色,75C
1****0,非常舒适，第二件了,1572400928044,,2,,5,1616018,深杏色,80B
1****0,非常满意,1572421371146,,5,,5,1616018,黑色,75A
b****g,Hao,1572414888715,,4,,5,1616018,深杏色,75C
m****7,一直信任严选的产品，应该不错！,1572319493066,,5,,5,1616018,深杏色,80B
小****调,质量超好，非常喜欢，买了好几件了,1572183378375,,5,"{'id': 97264087, 'createTime': 1572352227281, 'content': '非常喜欢，买了第二件了', 'picList': [], 'commentReplyVO': None}",5,1616018,黑色,85B
璐****,好看,1572359753497,,3,,5,1616018,深杏色,80B
1****1,胸型不错，收副乳也很好，就是肩带总是往下滑。,1572595231775,,4,,4,1616018,黑色,75B
g****2,很舒服，可惜杏色的没码了，有机会会回购,1569546671899,,3,,5,1616018,黑色,85B
c****y,不适合厚杯，太宽大，能否退换呢,1571871575942,,5,,1,1616018,黑色,75A
j****j,这个内衣真的像评论所说1.聚拢还有托的效果不错的，2.真的要买大一码的，手感很好，比某衣库的无钢圈内衣效果好多了,1571190976768,,5,,5,1616018,深杏色,85C
A****a,包裹性确实很好，穿上也很舒适。厚款，不大适合夏天穿。,1562305751689,,6,,5,1616018,深杏色,80B
1****2,好,1572253009252,,6,,5,1616018,深杏色,80C
1****9,合身,1572238709498,,2,,5,1616018,深杏色,85C
1****6,回购的，很好穿，穿上很有型,1571827034667,,5,,5,1616018,黑色,85B
范****琳,很舒服 大小也合适,1572184138821,,2,,5,1616018,深杏色,80C
h****1,很舒服,1572090816271,,2,,5,1616018,深杏色,85C
r****w,好,1572058607798,,5,,5,1616018,黑色,75B
w****s,严选的质量有保证，用着特别好，好好好好好好!!!!!!,1571190360832,,4,,5,1616018,深杏色,75C
1****1,好,1572001948300,,5,,5,1616018,黑色,75A
h****6,不错,1571999712091,,5,,5,1616018,黑色,85C
1****8,希望有85A的,1571908341759,,3,,5,1616018,深杏色,80B
好****咪,赞👍,1568507178083,,5,"{'id': 96784463, 'createTime': 1571923216137, 'content': '聚拢效果好', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,80C
陈****,无钢圈，不勒紧，挺舒服的。,1571794157791,,5,,5,1616018,深杏色,80B
m****2,偏小了，需要换大一码,1571788030914,,5,,5,1616018,黑色,75B
1****8,垃圾,1572080197565,"{'id': 20342016, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，您反馈的情况我们很重视，小选已安排专员与您联系处理，感谢您一直以来对严选的支持~祝您购物愉快哦！', 'createTime': '2019-10-26 17:33:39'}",6,,1,1616018,黑色,75A
亦****,质量好 效果佳 值得推荐,1571845844708,,3,,5,1616018,深杏色,85C
琳****儿,面料很舒服,1571840303093,,3,,5,1616018,深杏色,80B
楠****,非常舒服,1571821800616,,3,,5,1616018,黑色,75B
S****.,好,1571817205242,,6,,5,1616018,黑色,75C
1****9,很好，很合身,1571750048550,,4,,5,1616018,黑色,75A
,很好很舒服,1571714566127,,4,,5,1616018,深杏色,85C
d****g,很好,1571675030758,,5,,5,1616018,深杏色,85C
微****B,不错,1571758423355,,5,,5,1616018,深杏色,75C
1****4,满意,1571746199354,,4,,5,1616018,深杏色,80B
1****3,回购了，很难买到舒适款，这款种草了,1568979865412,,4,,5,1616018,黑色,75C
1****3,很舒服，很贴身，不错,1571629779619,,5,,5,1616018,深杏色,75C
牵****步,看起来很不错，但其实并不属于直接贴合皮肤的面料，而且味道很大，洗完之后味道怎么也去不掉，就像化工厂里的味道，也不知道对人有没有害,1571663797394,,2,,3,1616018,深杏色,80C
1****9,复购，非常满意,1571628012468,,4,,5,1616018,深杏色,80C
t****0,购买网易东东不少了，第一次不满意网易严选,1568942466507,,4,,3,1616018,黑色,75A
l****4,给老婆买的，她感觉穿着比较舒服。众筹的时候已经买过，所以再次购买，支持严选,1543307628041,,3,,5,1616018,深杏色,75B
l****4,给老婆买的，她感觉穿着比较舒服。众筹的时候已经买过，所以再次购买，支持严选,1543307578448,,3,,5,1616018,黑色,75B
1****9,质量很差,1571669823720,,3,,1,1616018,深杏色,85C
1****9,出乎意料的好，舒服且形状好看，穿起来很稳。果断又入坑了，大爱严选,1550985556614,,4,,5,1616018,黑色,75C
1****0,好的,1571567454845,,6,,5,1616018,深杏色,80B
d****4,很好,1571564385102,,6,,5,1616018,黑色,85B
周****,第二次买了，非常优秀，价格实惠，谢谢,1571492458264,,5,,5,1616018,黑色,85B
1****3,质量好，穿着舒服,1571492618896,,2,,5,1616018,黑色,75A
心****,好,1571461700014,,5,,5,1616018,黑色,75B
1****6,不错,1571415165305,,4,,5,1616018,深杏色,80B
1****1,挺好的，舒服,1571351032880,,4,,5,1616018,黑色,75A
j****i,老婆特别喜欢,1571409650761,,3,,5,1616018,黑色,75A
故****故,可以,1571360657776,,4,,5,1616018,黑色,85B
任****梅,手感超级好,1571321926024,,5,,5,1616018,黑色,80B
任****梅,很不错哦,1571321923327,,5,,5,1616018,深杏色,80B
m****6,还好吧,1571263979241,,4,,5,1616018,深杏色,80B
一****,非常舒服,1571322602022,,6,,5,1616018,黑色,80B
C****y,很舒服,1571287265749,,6,,5,1616018,黑色,75B
m****6,还可以,1571281118945,,4,,5,1616018,深杏色,80B
1****6,质量真的超级不错👌👍👍家人都很喜欢😘,1561455003125,,6,,5,1616018,深杏色,85C
l****n,罩杯太大 正在退货中,1563131854503,,5,,5,1616018,深杏色,80A
张****,质量挺好的，就是我穿不合适，退货了，严选售后一直很棒。,1562717557903,,6,,5,1616018,深杏色,80C
岁****好,很好,1571212926548,,4,,5,1616018,黑色,80A
m****6,还行,1571191709798,,4,,5,1616018,深杏色,80B
1****1,一般般,1561798541650,,4,,2,1616018,黑色,80A
왕****비,稍微有点大，希望以后有小码一点的,1561430679016,,5,,5,1616018,黑色,75A
a****9,不勒，很好，值得拥有,1570983554131,,4,,5,1616018,深杏色,80C
1****5,第二次买了,1571027897754,,6,,5,1616018,深杏色,80C
傅****涓,绝对好，聚拢效果好，还舒服，比优衣库好多了。,1568272948333,,5,,5,1616018,深杏色,80B
c****e,挺好的,1570926824301,,5,,5,1616018,黑色,75C
龚****,很好,1570953882182,,6,,5,1616018,黑色,85B
1****4,满意,1570953339672,,4,,5,1616018,黑色,75B
m****9,挺好的,1570887850950,,4,,5,1616018,深杏色,80B
秋****,好像还不错,1570870486114,,5,,5,1616018,黑色,75B
g****n,有点紧,1570889524438,,5,,5,1616018,深杏色,80C
g****a,不错,1570811410251,,3,,5,1616018,深杏色,80B
f****2,真的不错，推荐,1570774033776,,6,,5,1616018,深杏色,85C
1****1,一如既往地可以,1570754534022,,5,,5,1616018,深杏色,75B
记****行,不错哒，,1570797705028,,3,,5,1616018,黑色,75A
W****s,很舒服,1570793658672,,5,,5,1616018,黑色,75B
微****B,很不错,1570675298993,,5,,5,1616018,黑色,75B
1****5,昨天下单，今天就收到了。质量非常好，很满意的购物体验,1566221527369,,3,,5,1616018,深杏色,80B
H****y,第二次购买了，上次买的黑色的，穿上很舒服，质感好。,1567923163001,,3,,5,1616018,深杏色,75B
s****i,质量很好,1570602290215,,6,,5,1616018,黑色,85B
h****y,买回来还没下水就马上试穿，第一感觉是产品有分量，而且试穿效果还可以就留下了。果然这类内衣还是得穿时间长一些，洗好传第一天就感觉走位比较严重，需要不断调整。多穿几次后的感觉，聚拢效果差，走位严重，只能说，适合大胸女生，哎，但产品确实很有手感。价格偏高，而且现在价格突然下降了40多，感觉价格控制太差了。,1570030145151,,3,,3,1616018,黑色,75A
高****,因为穿的舒服，所以第二次购买了,1570508787541,,5,,5,1616018,黑色,80C
S****.,好的,1570518774741,,6,,5,1616018,黑色,75A
墨****,舒服，,1570503044041,,3,,5,1616018,黑色,85C
宴****,买过黑色的，穿着很舒服，再买一个深杏色，适合夏天穿。,1560776525390,,3,,5,1616018,深杏色,75B
1****0,收到货后又重新下了一单，面料超级舒服。,1569641456643,,2,,5,1616018,黑色,80B
m****7,罩杯太厚了,1570414166403,,6,,5,1616018,深杏色,80B
1****9,型挺好,1570425007468,,3,,5,1616018,深杏色,80C
b****5,很舒适,1570460230470,,4,,5,1616018,黑色,80C
m****2,还行,1570454520571,,5,,5,1616018,深杏色,80B
m****0,平时的75C小了，只能买80C的刚好。,1569591742710,,5,,5,1616018,深杏色,75C
布****妞,质量很好，准备再入手一件！,1570370742645,,3,,5,1616018,黑色,75B
1****8,不错,1570317434673,,5,,4,1616018,黑色,80A
雯****,没想象的好穿，收到味道熏人,1570783340442,,5,,3,1616018,深杏色,80C
寒****事,挺好的。不错不错。信赖网易严选。以后买东西都在这,1567681338889,,5,,5,1616018,黑色,75B
m****静,质量还是不错的，加油哦,1570282766632,,6,,5,1616018,黑色,80A
h****e,不错,1570263476295,,6,,5,1616018,黑色,85B
m****2,很好有型，建议买大一号,1570186929680,,5,,5,1616018,黑色,75B
小****,还不错,1570167196796,,4,,5,1616018,黑色,75B
丷****,先买了一件穿着很舒服，赶紧下单再买一件,1567508785060,,5,,5,1616018,深杏色,80A
x****i,赶上限时购，性价比特别高，肩带调节在胸前方便，聚拢效果很好，完全不输有钢圈的文胸，立马想回购黑色，恢复原价了🤣🤣🤣,1564500421985,,5,,5,1616018,深杏色,80C
天****莲,未及时评价，默认好评,1567274116627,,4,"{'id': 92066865, 'createTime': 1567393002035, 'content': 'C杯是薄款，穿着稍显宽松，喜欢就留下了。', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,75C
1****0,非常不错，面料很舒服！喜欢，又下了一单。,1569641400233,,2,,5,1616018,深杏色,80B
1****0,一般般,1569837444337,,5,,2,1616018,黑色,75B
1****1,一如既往的好 再次回购,1569981785492,,5,,5,1616018,黑色,75A
♛****,未及时评价，默认好评,1569348275657,,5,"{'id': 95260950, 'createTime': 1570514425935, 'content': '肩带会掉自己来，也会往上走。', 'picList': [], 'commentReplyVO': None}",3,1616018,深杏色,75B
1****6,很好穿,1570031431834,,5,,5,1616018,黑色,85B
1****6,很好,1570031446500,,5,,5,1616018,黑色,75A
****,好,1570005703243,,5,,5,1616018,黑色,75B
1****6,穿的很舒服，准备再买一个,1569939938411,,5,,5,1616018,深杏色,80B
团****六,很不错，聚胸支撑很赞,1569902312092,,5,,5,1616018,黑色,80C
天****,聚拢效果不错,1569914398133,,5,,5,1616018,黑色,85B
k****3,舒适好穿,1569895725610,,5,,5,1616018,黑色,75B
在****方,买了两个颜色，黑色的味儿大到呕吐🤮真的是严选死忠粉，安利了很多家人朋友同事来买，但是这是第一次这么失望，浸泡一天一夜，晾干以后还是臭，一股劣质味道，这样穿了会生病吧，希望重视这个问题，毕竟是贴身内衣。大大咧咧的穿了一天，晚上我老公说你身上咋一股浓浓的臭塑料味儿呢，拉开领口一闻瞬间崩溃赶紧脱下来又洗一遍，还是没啥改观。我理解客服说的密封包装，但是这个黑色的味道实在太大，不可以接受，不是一般我们买内衣的那种气味，是有害物质散发出来的臭味。,1569727149790,,4,,1,1616018,黑色,75B
1****2,没有想象的满意，懒得退了。,1569851056164,,4,,5,1616018,深杏色,75B
1****2,没有想象的满意。懒得退了。,1569850895806,,4,,5,1616018,黑色,80A
s****w,质量很好，很喜欢，非常满意,1569847528888,,6,,5,1616018,深杏色,85C
m****3,好,1569844473610,,6,,5,1616018,黑色,75B
x****l,穿着很舒服，跟没穿一样，打算再买一件,1568939553724,,3,,5,1616018,黑色,85B
l****n,内衣不错，穿着还可以,1569766330735,,3,,5,1616018,深杏色,80B
a****6,非常棒。舒适聚拢效果好。,1569746817596,,3,,5,1616018,黑色,80A
二****兄,杯大了点，有空杯。没办法退了,1570723886157,,5,,5,1616018,深杏色,75B
1****9,内包装打开后，不可以退换。,1569631628230,,5,,5,1616018,黑色,75B
l****n,内衣很喜欢，比较舒服,1569766315602,,3,,5,1616018,黑色,80B
1****0,质量可靠，,1569768013948,,6,,5,1616018,深杏色,80B
z****8,很好,1569737389628,,6,,5,1616018,黑色,85B
兰****景,尺寸不准 买回来一股异味,1570694905724,"{'id': 20340280, 'replyContent': '您好，感谢您对网易严选的关注~由于密封包装的原因，新品刚拆封时偶尔会带有一点包装味道，小选建议您可以在通风处放置一段时间，等待气味减少哦~希望您能一如既往地支持严选，祝您购物愉快！', 'createTime': '2019-10-10 17:17:56'}",4,,1,1616018,深杏色,85C
1****9,"很是喜欢，非常支持，质量非常好，与描述的一致。
发货速度非常快，包装非常仔细、严实。
运送速度很快。
很满意的一次购物。",1557829415844,,6,,5,1616018,深杏色,80C
